group_id,group_name,report_date,report_year,report_form,line_code,line_value,members_count,members_edrpou,aggregation_rule
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1500,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1505,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1510,1231.23,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1515,436.06,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1520,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1525,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1530,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1535,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1540,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1545,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1595м,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1595,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1600,564.31,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1605,1036.79,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1610,333.46,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1615,124.41,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1620,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1621,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1625,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1630,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1635,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1640,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1645,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1650,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1660,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1665,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1670,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1690,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1695,4511.9,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1700,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1800,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,1900,11574.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2000,10250.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2010,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2011,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2012,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2013,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2014,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2050,6560.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2070,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2090,3690.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2095,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2105,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2110,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2111,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2112,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2120,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2121,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2122,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2130,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2150,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2160,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2165,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2180,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2190,1640.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2195,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2200,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2220,82.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2240,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2250,266.5,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2255,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2270,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2275,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2280,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2285,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2290,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2295,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2300,123.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2305,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2310,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2350,1793.75,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2355,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2400,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2405,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2410,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2415,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2445,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2450,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2455,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2460,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2465,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2500,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2505,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2510,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2515,461.25,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2520,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2550,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2600,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2605,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2610,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2615,0.0,1,43162182,SUM
GROUP_UNMAPPED_43162182,UNMAPPED_43162182,2026-01-01,2025,Ф1/Ф2,2650,0.0,1,43162182,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1000,1635.84,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1001,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1002,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1005,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1010,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1011,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1012,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1015,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1020,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1030,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1035,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1040,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1045,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1050,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1060,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1065,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1090,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1095,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1100,1356.6,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1101,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1102,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1103,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1104,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1110,108.53,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1115,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1120,1680.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1125,100.8,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1130,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1135,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1136,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1140,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1145,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1155,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1160,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1165,540.54,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1166,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1167,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1170,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1180,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1190,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1195,6270.72,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1200,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1300,13632.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1400,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1405,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1410,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1415,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1420,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1425,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1430,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1435,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1495,5725.44,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1500,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1505,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1510,1441.44,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1515,510.51,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1520,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1525,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1530,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1535,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1540,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1545,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1595м,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1595,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1600,660.66,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1605,1213.8,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1610,390.39,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1615,145.66,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1620,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1621,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1625,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1630,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1635,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1640,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1645,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1650,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1660,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1665,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1670,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1690,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1695,5314.17,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1700,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1800,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,1900,13632.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2000,12000.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2010,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2011,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2012,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2013,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2014,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2050,7680.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2070,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2090,4320.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2095,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2105,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2110,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2111,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2112,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2120,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2121,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2122,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2130,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2150,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2160,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2165,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2180,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2190,1920.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2195,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2200,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2220,96.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2240,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2250,312.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2255,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2270,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2275,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2280,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2285,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2290,0.0,1,43487506,SUM
GROUP_UNMAPPED_43487506,UNMAPPED_43487506,2026-01-01,2025,Ф1/Ф2,2295,0.0,1,43487506,SUM
